text,Label
ini yang kaltim tuntas tahap 1 apakah memang uangnya masih tertahan di bank mandiri ya padahal dari tanggal 11 november sudah masuk uangnya namun tertahan di hold. sudah melakukan pelaporan ke beasiswa kaltim namun tidak ada jawaban dan ke pihak mandiri cabang pun gabisa melakukan apa-apa karena itu harus dari pihak mandiri yang ada di samarinda,Negatif
"ini yang statusnya jadi gagal salur gimana konsepnya padahal rekening udah di ubah jadi bener, aktif, tapi malah berubah jadi gagal salur, apa ubah rekening lagi buka rekening baru lagi dana lagi buat buka rekening kalo gini mah",Negatif
ini yg beasiswa khusus akreditasi a itu yh,Negatif
Ini yg bener setelah 20 September atau 20 Oktober min pencairan????,Negatif
ini yg gada kesalahan apa apa tapi belum cair juga lama lama capek ð 55654764123 alstoniarobi,Negatif
inpooo minn lama bet dah cairnyað,Negatif
insyaallah katanya pj gubernur minggu ini gais,Negatif
"intinya salurkan sudah min,, lama betul sudah ini gak di salurkan dananya gak lama cuti bersama sdh bank tambah lama lagi di salurkn nya kasih pastinya jgn php nya",Negatif
"IP 4.0 akreditasi univ dan prodi B, nda masuk??��",Negatif
"ipk 3,9 tetap ga lolos karna akre b, sedih bgt",Negatif
"ipk 3.64 tp gegara prodi baru naik a malah ga lolos... 3x daftar ikutan ga lolos, kecewa berat... butuh bgt buat skripsian pdhl",Negatif
"""IPK 3.7 ga lolos alasannya karna data ga valid awoakwk kocak pdhl jelas disitu datanya asli semua yang di scan???�???�""",Negatif
ipk 3.8 ga lolos bkt anjay,Negatif
"IPK 3.9 tiap semester, Skoring 326.909 gada artinya Tai",Negatif
ipk 4 gak lolos utk s2 pt b dan prodi b. minimal pt a unggul supaya bisa naik skornya jadi 340 dari 331. tapi akreditas unmul malah turun wkwkwkw makin nyesel ae ngapa kepikiran kuliah di sini,Negatif
"ipk 4.00 tapi ga lolos kaltim tuntas soalnya akre univ b akre prodi b, kalau memang begitu seharusnya ketentuan awal dijelaskan bahwa akre minimal harus a atau salah satu a biar sistem penilaian lebih fair",Negatif
ipk 8 mba biar dpt,Negatif
"ipk ku 3,92 ga lolos",Negatif
IPK ku 3.88 gk dpt huhu,Negatif
"ipk ku bagus, cuma kalah skoring gara2 akreditasi kampus di beda2in termasuk temen2ku yg pintar2 lainnya sedih bgt â º â º",Negatif
"ipk ku selalu diatas 3,9, semester kemarin aja baru dapat 3,7 tetap ga lolos",Negatif
ipk minimal 3,Negatif
"ipk standar jangan ngarep, ini skoring khusus cumlaude",Negatif
"IPK tinggi tapi ga lolos, harus se perfect apalagi ya? aku kira pilihan dia aja yang harus perfect, ternyata kamu juga min ????",Negatif
"IPKnya harus diatas 3,85 ??�� jdi klo kyk gini yg dpet BKT bisa brp org yaaa? Kok jdi mengherankan dengan skor setinggi ini siapa aja yg dpet ????",Negatif
isis minim bilang aja kalau anggaran nya di kurangin 50mð,Negatif
itu pang jadi curiga,Negatif
itu sudah tahun sebelumnya aman aja kenapa kah tahun ini kada beres untuk persyaratan masi sama kenapakah kada lolos ð,Negatif
itu suudah....lamanya jeda infonya kan udh sebulanan yg lalu bahwa tutup perbaikan rekening...ð . kebingungan cari alasan aja nih tim bkt...ð ª,Negatif
iya anjay lama bgt sempat tahun baru ni,Negatif
iya ikhlas aja lh,Negatif
"iya kak, akreditas minimal a kak, bjir bgt",Negatif
iya mana anggarannya di potong semoga cepat deh,Negatif
iya min lama bgttttt taun iniii,Negatif
iya nihh masa sekelas unmul gk ada yg lolos. gk masuk akal bangettt,Negatif
iyaa curiga sama cara hitungnya,Negatif
iyaa eh kak aku mahasiswa akhir skripsi ipk 3.5 juga ga lolosss padahal nungguin bgt,Negatif
iyaa kecewa bgt sama skoring tahun ini terlalu tinggi skor 330 pun ga lolos,Negatif
Jadi intinya akreditasi PT �B� dan prodi �B� gaberhak dapat beasiswa ya walopun ipk 4,Negatif
jadi memang sengaja di gagal kan.. ambil sudah taro di kas daerah. nyerah sdh 21632974969 gadingdarawahyudinanti,Negatif
"Jadi semua persyaratan sebenarnya untuk akre univ A dan prodi A . biar nilai di atas 3,0 kalau akre mu B ya ngga dapat . harus di cantumkan kalau akre yg B minimal dapat IPK 4,00 ???? harusnya syarat lolosnya di tau di awal biar kita hitung bisa lolos atau Tidak . jangan nnti pengumuman bgni baru kaget liat nilai kelulusan minimal sekian . nilaiku 3,34 akre univ dan prodi B dapat skoring 295.818 berharap lolos ternyata di luar nalar batas kelolosan ???� gpp lah yang penting sdh mencoba ????",Negatif
"jadii.. dia pake dulu uangnya, setelah itu nunggu pencairan dana program kerja yg lain baru dehh diganti buat beasiswa kita ini. ada banyak faktor kenapa dana beasiswa bisa dipakai, salahdua nya yaitu gede dan pilkada wkwkwkâ tahun lalu pun sebenarnya sudah bermasalah. yttað ð",Negatif
jahat bgt bang aseli,Negatif
"jangan diam diam aja kalian, kalian gatau isi hati orang kedepannya kalian bakal jadi apa!",Negatif
"jangan jahat pak bu, kasian orang tua kita",Negatif
jangan lupa ya transparansi penerimanya,Negatif
jangan sampai nyalahin orang yg komen di korup,Negatif
janji manis minggu ini bakal cair,Negatif
jauh banar naiknya dri pd tahun smlam lah batas nilai skoringnya ckckck,Negatif
"justru karena anggaran nya tidak sebanyak tahun lalu makanya skoring nya dinaikkan, supaya perangkingan nya lebih mudah karena menyesuaikan dengan anggaran yang ada. untuk juknis udah pakem nya memang seperti itu dari tahun ke tahun, kalau dirubah ya ga bisa seenaknya.",Negatif
"kabarnyaa sampai sekarang belum ada hilalnyaaaa ayo dong min kasih kami kejelasan dan alasan kenapa semua dana tertahan baru di tahun ini sampe separah dan selama ini bahkan data kami yang sudah benar pun tetap ikut gagal salur. nyediain nomor wa untuk melapor tentang beasiswa ini, tapi sudah satu bulan gada balasan dan di anggurin ayo min salurkan dan kasih kejelasan kasian teman teman yang gapunya wewenang dan bingung untuk bersuara karena beasiswa yang tidak kunjung cair dan alasan yang sangat amat tidak jelas",Negatif
kacau,Negatif
"""KACAU KACAU""",Negatif
kacau lama betul,Negatif
kacauu btul hehh,Negatif
kacauu ga cair cair 55654764123 alstoniarobi,Negatif
kacauuuð,Negatif
"kacaw bgt BKT tahun ini, miris liat daerah sendiri.. GWS buat KALTIM deh..",Negatif
"""@isran.noor.official kai liatin kai lawas banar cairnya beasiswa wahini. kayak apa buannya ini kai??""",Negatif
kai skoringnya terlalu banar kai...help,Negatif
"kak aku jg s2 tp stimulan, ipk 3.5an, akre prodi dan pt a ga dapet âª. heran bgt skoring untuk s2 naik bgt dan jauh di atas s3 malah wkwkwk",Negatif
kak ini gmna untuk bank bri siswa perbaikan msih bnya bngt yg blm cair padahal status rek aktif,Negatif
"""Kalau emang ga cair ni bkt jangan dipilih lagi si kai itu""",Negatif
Kalau emang ga cair ni bkt jangan dipilih lagi si kai itu,Negatif
kalau kakak bilang jangan sempit pemikiran. seharusnya pihak provinsi juga mempertimbangkan kesetaraan sistem akreditasi lama dengan yang baru. sebab sejatinya secara skor akreditasi,Negatif
"kalau komennya makiâ², nanti kena uu ite... ga di komen, uangnya di masuk kantong pribadi mungkin ....ð",Negatif
kalau sampe tbtb hangus wahhh dzolim sekali sih,Negatif
kalo gitu harus tindak lanjut sih kita sebagai penerima kalo bisa deko sekalian soal transparansi pencairan,Negatif
kalo tau ambil stimulan aja kemarin,Negatif
"""Kaltim tuntas pengumumamnya lama bgt""",Negatif
"kan sebelumnya sudah perbaikan kenapa perbaikan rekening lagi, jangan dtunda tunda tolong beasiswa ini harapan kami, kami sudah terlambat pembayaran ukt menunggu, menanti harapan palsu ð",Negatif
kapan cair sihhh heran lama sekali,Negatif
kapan cair yg stimulan lama nya kak,Negatif
kapan cairnya min tolong butuh banget buat biaya pendidikan,Negatif
"""Kapan cairnya min... Jangan solimi atuh ???�""",Negatif
kapan cairrr minnn kasian na temenku gda uang suda buat bayar uktð ¹,Negatif
"kapan min cairnya sudah telat banget ini, masa yg rekeningnya ga bermasalah harus nunggu lagi",Negatif
kapan niee stimulan cairnya udah hampir seminggu dari hari penutupan sanggahan,Negatif
kapan nih pencairannyað gada titik terang,Negatif
"""@beasiswakaltim kapan nii pencairan udah lama loh nunggu, ga dipakai kan uang nyaa, awas loh ya kalau dipake uang nya tak totok kamu""",Negatif
kapanâ cairnyaâ ya allah,Negatif
"Karna anggaran sdh di pangkas sbesar 50 m, yg awalnya 250 m. Makany angka skoring di naikan supaya ada alasan bnyak yg gak lolos.??",Negatif
"kasian banget yang ipk nya 4 pun ngga bakal lolos, gara gara akreditasi kampus",Negatif
"kasian sih yg ipk tinggi, tp akred kampus nya gak a jd nda lolos â ã½ â ã½",Negatif
"kasian yg ngarepin duit beasiswa buat kuliah min,bayangin aja mereka make itu buat lanjut sem selanjutnya trs putus cuma krna gabisa bayar,yg bener aja. skorsingnya jangan kek gt kali lah, kan kami makenya bukan buat kualifikasi cumlaude",Negatif
"""Kasian yg univnya non unggulan/prodinya bukan akre A""",Negatif
kasiannya mahasiswa yg mt2 an bljr,Negatif
kasih sampe setahun aja min nanggung udh sebulanð,Negatif
kasus mennnn,Negatif
"katanya begitu kak.. yg tahun lalu 250 m, tahun ini dipangkas sama pj gubernur jadi 200 m.",Negatif
katanya lambat se indonesia tp buktinya beasiswa di kaltara udah dari lama cair klo emg bermasalah seluruhnya ya yg disana ga cair jg sm kaya disini,Negatif
"katanya tahun ini kuota nya diperbanyak, tapi kok banyak yg ga keterima ya tahun ini dibandingkan tahun kemaren",Negatif
kawan saya bro prodi nya akreditasi a tapi gak lolos juga â â â,Negatif
"""Kayaknya ngk usah aja skalian buat program beasiswanya????""",Negatif
kayanya cuma di tahun ini yang kaya bertele-tele banget di buat. ga ada guna ngasih tau baik baik berkomentar dengan baik di akun ini,Negatif
kecewa,Negatif
kecewa â º,Negatif
kecewa banget,Negatif
kecewa banget yang ipknya udah bagus tapi akreditas prodi dan kampus harus a,Negatif
kecewa beratð,Negatif
kecewa guys,Negatif
"kecewa guys, ipk 4 tapi akreditasinya bukan a , jadinya skoring nya ngak cukup",Negatif
kecewa sih kita nunggu dri lama malah begini,Negatif
kecewa sih masa ipk4 ga lolos nilai skoring mencukupi,Negatif
"keluarkan daftar penerima beasiswa kaltim, beserta keterangan prodi, kampus, dan ipk supaya transparan.. krn klo dri simulasi hitung pun prodi a kampus a ipk pun minimal harus 3,7 baru bisa masuk batas skoring.. batas skoring tahun ini terlalu tinggi ð ð tolong keluarkan daftar penerimanya kira kira bisa brp org yg dapat beasiswa kalau begini..",Negatif
"""Kemana yah uangnyaa...jgn""???� kok standarnya tiba2 di naikin . Biar sedikit penerimanyaa???�""",Negatif
"""Kenapa yg S2 skor nya tinggi bgt sii""",Negatif
KENAPA DIPANGKAS ANGGARANNYA !?,Negatif
"kenapa jadi berubah gagal salur min sudah perbaikan lho, anak ku sampek nanyain knpa beasiswa nya blm cair² jga sedangkan yg lain sdh pada cair",Negatif
kenapa lagi ini min yaallahð ð 7162947291 gain.archives,Negatif
"kenapa masih gagal salur ya min norek aktif, norek juga betul tapi belum ada titik terangnya ini",Negatif
Kepada pihak BKT yng terhormat.kenapa harus menunggu perbaikan keseluruhan rekening baru bisa di salurkan.coba yrek yng aktif itu langsung di salurkan saja,Negatif
"""@beasiswakaltim kepastian cair stimulan kapan min tahun kemarin cepat loh""",Negatif
"kerjaaan syapa sih ini?????? @nadiemmakarim tolong bapak di tinjau ini ada apa gerangan beasiswa judulnya tapi ya gitu, mmg yg terbantu itu jd cm masyarakt miskin sama yg IPk 5 pak ai, kaum tengah2 ini sengsara dapat kebijakan pemerintah kami ini @nadiemmakarim tolong pak bantu2 lah di kaji ada apa ini?????",Negatif
kesel iya,Negatif
"""@angeliaaakp_ khusus yang akre b diminta ipk 5 kali ya ð""",Negatif
"""Klo gk ada yg lolos trus dananya dikemanain ya ????""",Negatif
klo mmng belum rezeki ya gpp 5810869966 k_nia49,Negatif
"kn sdh ku bilang tdi, kita satu kampus, satu prodi, satu kelas jga, daftar nya barengan di katagori yg sama, ipk ku lebih tinggi, nah skor nya kok bisa tinggi dia, gtu... cara hitungnya itu gimna kok bisa skor rendah gara apa klo di bilang unggul siapa ipk ku lebih tinggi â º",Negatif
"knp gak masuk masuk ya minn beasiswanya. padahal no rek tidak salah input, gagal salur pun tidak. kenapa ini ya sudah mau akhir tahun kok belum cair juga.. yaa kan gak mungkin anggaran tahun ini keluarnya tahun depan .. kan anak saya penerima beasiswa stimulan tahun ini, lagian tahun depan kan sudah gak ada lg bkt",Negatif
knp harus dihitung bgtu bagaimana nasip ank yg miliki ekonomi rendah tapi ga masuk batas skoring ð ð mau ga mau harus banting tulanggg contoh ya ky sayað,Negatif
"""kocak""",Negatif
kocak ae,Negatif
kocak banget yg akademik malah gada,Negatif
kocak kalian lucu banget kebanyakan alibi tau gak,Negatif
KOCAK KMRN KATANYA GEGARA BUKTI UKT GA VALID SEKARANG MALAH KHS SAMA KRS YG GA VALID ANEH ANEH AJA KOCAK BKT INI KLO DARI AWAL EMANG KHS YAA BILANG KHS JANGAN BILANG UKT KOCAK DIHH GINI AMAT,Negatif
KOCAK KOCAK,Negatif
kocak kocak kocak,Negatif
kocakkkkkk,Negatif
kok agak aneh yaa bri ini ga ada pengumuman prbaikan norek tapi kok nga cair cair ada apa ini min tolong kami dibantu info kok diem aja min,Negatif
kok belum cair cair ya,Negatif
"kok bisa secara rumus juknis aja ipk 4.00 akre prodi b univ b hasilnya 331,81 yg dimana itu tidak memenuhi ambang.",Negatif
kok bisa sekacau ini sih penyalurannya 7744278467 czrina92,Negatif
kok bisa ya lalai bgt pdhl berkas udah bener tapi administrasi di tolak sedangkan skorsing harusnya lolos,Negatif
kok gk ada tahap 2-3 yg akademik,Negatif
kok makin kulihat makin aneh aneh kalian ngetag org orgnya ð ð,Negatif
"kok s2 stimulan prestasi 3,31 tapi s3 3,19 gak masuk akal",Negatif
"""Kok skoring stimulan akademik tahun ini lebih tinggi daripada tahun kemarin ð sumpah gk lucu ini mah ketinggian batas skoringnya stimulan akademik tahun inið ð""",Negatif
"""Kok tibaâ² gak masuk skoring padahalnya nilainya masuk""",Negatif
"""konyol""",Negatif
Kpd Yth tim beasiswa kaltim @beasiswakaltim. Kami butuh biaya utk perkuliahan. Kami kecewa krn selalu di janjikan tgl sekian cair,Negatif
kpn dibalasnya sanggahanku blm ada balasan eh lama btl sdh,Negatif
kpn ya cairnyaa,Negatif
lagian dana untuk pendidikan kenapa dipangkas dah kocak ni pemerintah,Negatif
"Lah ga lolos verifikasi administrasi krna biaya ukt ga sesuai sma yg Bru, kn kta ngitutin  byar SPP pas awl buka pendaftaran. Sedih bnget pdhl skor tinggi",Negatif
lah kocak ð,Negatif
LAH KOCAKKKKK KENA PRANK MULU ??,Negatif
"""@_minniem00 lah scoreku aja 340 galolos kok kak hahahah lucu bgttt asli taun inituh kaya diprank å""",Negatif
lah temen ku. 2 org stimulan ga lolos gegara katanya bukti pembayaran ukt nya salah padahal pendaftaran semester 4 harusnya yg di pake bukti semester 4 juga ga sih lah ini malah ga di terima,Negatif
lama baget gk ada kabar nih besok klau blum ada kepastian demo aja kali ya,negatif
lama bangett dah november,Negatif
lama bener verifikasi nya,Negatif
lama bgt dah udh hampir mau pergantian tahun,Negatif
"""Lama bener verifikasi nya""",Negatif
lama bgt ini cairnya,Negatif
lama jg trnyta thn inið,Negatif
Lama nya bah min astga,Negatif
"lamaa betulll ini beasiswa kak, mana belum ada pengumuman selanjutnya lagi",Negatif
"LAMANYA CAIR ASLI, KLO MAU CAIRIN TUH WAKTU JALAN PERKULIAHAN, BUKAN LIBURAN, HADUHHH ??",Negatif
lamanya cair blm juga,Negatif
lamanya cair woe,Negatif
LAMANYAAA CAIRRRRRR,Negatif
langsung demo aja,Negatif
"""lawak bgt sih asli ini mah dikorupt""",Negatif
lebih butuh informasi transparansi anggaran sih daripada informasi skoringð,Negatif
LUCU,Negatif
"Lucu aja sih,iya kl di sini banyak univ dengan akreditasi A gpp ya....lha akre aja bnyakan B (sukur2 ini sudah) malah dinaikin skoringnya..maunya apa?",Negatif
lucunye kaga ada akademik,Negatif
"maaf mas kalau terkesan ngomel, saya cuma menyampaikan pendapat kok tentang sistem penilaiannya. coba diperhatikan kembali begini.. jika berdasarkan penilaian juknis ipk 4.00 akre univ b prodi b itu hasilnya 331,8 yang artinya tidak memenuhi batas ambang. kita ambil contoh si b ga keterima karna kalah sama kampus yang univ a prodi a lebih banyak yang daftar, oke masuk akal. kemudian, coba kita ambil contoh lain misalnya mahasiswa si univ a prodi a yang daftar tidak banyak tidak memenuhi slot jawabannya si univ b dan prodi b tetap tidak diterima, ya karena dari awal memang tidak mencukupi skoring. pertanyaannya, apakah sebenarnya si b ini benar-benar memiliki kesempatan",Negatif
Makin susah,Negatif
"Makin susah, kasian yg bener2 ga mampu bayar, mengharap beasiswa tapi skor atau seleksinya di perketat betul",Negatif
"""Malam2 anakku telp dari malang menangis dia katanya ngk lolos beasiswa stimulan padahal kampusnya Brawijaya akreditas Abdan nilai skor menyukupi.. malah ada yg di bawah dia malah lolos aneeeh""",Negatif
mana ini katanya di berita cair minggu ini ga kunjung muncul hilalnya hadu,Negatif
mana kok ga cair cair iniii wakk,Negatif
mana ni min udah juli ko gk ad hilal nya buat monev,Negatif
"""mang boleh min setinggi iniii???�""",Negatif
"""Mang boleh min skoring setinggi itu???�""",Negatif
"Mantap bang ipk 3,8 gak dapat lain kali kalo buat mending di kasih tau kalo harus IPK 5",Negatif
Mantapnya wa nya centang 1,Negatif
manyala betul heh beasiswa 2024 nih . sekalian aja kiamat baru cair,Negatif
"mas kitani kuliah di daerah kaltim, tpi mas cb liat di web akre kampus dan prodi universitas di kaltim rata rata b mas dan yg a rata rata luar kaltim, kami yg tidak lolos dikarenakan skoring kecewa mas karena banyak beasiswa yg kami tolak demi ini, siapa si mas yg ga pede ipk 4 ga daftar kaltimtuntas tidak usah munafik mas kita ni,seharusnya beasiswa kaltim bedakan kampus luar kaltim dan dalam kaltim agar adil mas, mau sampe spek profesor jg ga lolos mas, klo mas nya nyalahin kampus atau universitas nya gbsa mas, salahin dinas pendidikan tuh kenapa kualitas pendidikan di kaltim bisa segitu untuk mahasiswa, intinya harus adil, bnyk mas mahasiswa yg nolak beasiswa lain demi kaltimtuntas kasian asli",Negatif
"masa unmul kebanggaan kaltim, ga diperhitungkan dpt bkt tuntas meskipun ipk nilai tertinggi",Negatif
masi kesel bgtt arsgggshh,Negatif
Masih bingung dgn cara penilaian nya??,Negatif
masih gak masuk kak.. klo prodi b pt b biarpun ipk 4.. jdi tetap ada salah satu entah pt atau prodi yg a.. memang skoring tahun ini gak masuk akal entah kenapa,Negatif
mau berapa lama lagi min,Negatif
mau ikutan speak up juga terkait dana beasiswa yang belum cair ini.. bapak ibu dari penjelasan di berita berita sendiri yang mengatakan kalo pencairannya bertahap karena banyaknya penerima juga termasuk saya sendiri yang sangat butuh untuk praktek kerja di pulau jawa dimana butuh biaya yang besar. lalu apakah kami yang tidak melaporkan adanya perbaikan rekening ini harus benar-benar menunggu semua masalah clear bkt plisss segera cair plisssssss,Negatif
"""Mau IPK mu 4 kalo akred kampus/prodi mu lain A kubur jauh"" ekspektasi mu sod ???�???�""",Negatif
Mau ngeluh tapi asudahlah belon rejeki??,Negatif
mau nunggu smpe kapan lagi baru kali ini penyaluran ga jelas dan terlama teraneh. minimal kasih info buat kita kita yang masih belum cair pdhal gada kesalahan!! udah mau akhir bulann ini kacau balau,Negatif
"mau wisuda anyinggg lah gak ada duit, ya allah semoga klo di korup duit nya jdi belatung di perut yg mke uang nya amiin",Negatif
"mba mba, beasiswa kaltim tuntas itu punya banyak kategori, dan setiap kategori passing grade batas minimal skoring nya berbeda-beda, tidak disama ratakan",Negatif
mending juknis dirombak khusus akreditas a,Negatif
"""Mengecewakan""",Negatif
mengheningkan cipta dimulai,Negatif
menjengkelkan,Negatif
menunggu itu sangat sakit sama seperti sikap dia,Negatif
menunggu sesuatu,Negatif
menunggu yang tidak pastið ²,Negatif
menurut saya aneh sih,Negatif
menyala,Negatif
Menyala @beasiswakaltim kuhh php lgii????,Negatif
menyala uang bpkku untuk penelitian kalo kaya ginið ð,Negatif
min apa perlu kami tanya ke dinas pendidikan atau pihak mana yg bisa menjelaskan tentang ini karena sdh 2x gagal salur dan tidak ada respon di wa kami butuh jawaban yang jelas min tolong di respon dan di bantu kami harus gimna,Negatif
min dh dua minggu lebih ini,Negatif
min gimana ini tutup telinga tutup mata kah adem ayem betul liat org bertanya kita berisik kaarna kita maasuk ke katagori klo ga masuk ga bakal berisik,Negatif
"min ini beneran kita penerima didzalimin kayak gini parah banget, ini hak kita padahal. ga jelas",Negatif
"Min ini kapan pencairan beasiswanya, lama bangettt?? kayaknya tahun lalu gak selama ini",Negatif
min ini kelanjutannya gimana yaa bilangnya setelah tanggal 20 tapi belum keliatan tandanya paling gak kasih kepastian minð ²ð ²,Negatif
min ini kenapa ya ga sambil di salurkan duluu yang udah bener data nya kalau nunggu semua data bener sampe kapan min yaallah,Negatif
min ini kita disuruh nunggu sampe kapan,Negatif
min ini minimal skoring kok rataæ â naik nya jauh bgt ya dri tahun lalu susah bgt mau dapat klo gini untuk kampus prodi yg akreditasnya b c,Negatif
min ini serius gada tahap 2,Negatif
"min kalo memang gak ikhlas menyalurkan gak usah aja min, 2 kali sudah gagal salur. ntah saya minus salah masukan no rek, atau bank nya yang slah kasih no rek, atau memang gak dapat. buat 10 rekening pun gagal salur 10 kali karepmu",Negatif
min kapan nih btn stimulan kok lama betul astagaa padahal norek sudah betul dan masih aktif,Negatif
"min kasih kejelasan lahh, ini yg gada kesalahan apa apa tapi belum cair juga lama lama capek",Negatif
"min kasih kesempatan stimulain umum yang ipk nya 2,75, kasihan ipk tidak tinggi gak sampai 3",Negatif
"min kenapa statusnya di web jadi hilang min, kenapa lagi ini min yaallah",Negatif
"Min knp gak di post di feed? Takut di serbu ribuan pertanyaan ya?
Jadi juknis minimal prodi C PT C itu apa gunanya? Krn IPK 4 pun gak akan lolos skoring.
Tmn ku PT B prodi C ipk 4 aja gak lolos.
Batas skoring jg knp harus di simpan? Pas pengumuman baru di share, tkut banyak yg lolos ya ?",Negatif
min kok kami belum cair sih. sdh sebulan lebih kami menanti. tolonglah jangan dzalim dengan menahan nahan hak kami.,Negatif
"min maaf ini kabar pencairan beasiswa gimana ya kabarnya. tidak ada informasi sama sekali, mahasiswa cm disuruh sabar. gimana mau sabar min banyak dari temen temen kami yg mereka harus terlibat pinjol gara gara pencairan gajelas kapan. mereka banyak yg terpaksa numpang gara gara ga sanggup bayar kos kosan, jd pd pinjol. parahnya kami cuma disuruh sabar tanpa informais yg jelas terkait kapan hak kami beasiswa sampai kepada kami. tolong lah koperatif sm program yg dijalankan. tolong notice kami dan bantu kami mendapat hak kami",Negatif
min mau disalurkan kapan nunggu semua data norek benar kah kasian kami kami yang gada kesalahan apapun tapi sampai sekarang ga cair.,Negatif
"min mohon kejelasan nya apa yang harus kami perbaiki krn gagal salur ini yang rekening pasif sudah di aktifkan, saya yang rekening nya sudah tutup juga buat rekening baru dan menginput kembali di web tapi kok masih salah kalau buat info yang jelas ya min, maksudnya ini gagal salur karna sistem dari bank dan pemerintahnya atau dari kami jangan hanya membuat info untuk memperbaiki lagi tapi tanpa ada kejelasan min, kasian kami yang menunggu hak kami saya juga sudah wa admin bkt katanya paling lambat 7 hari kerja akan dibalas, tapi sampai hari ini juga ga ada kejelasan, jadi siapa yang salah ini min",Negatif
"Min sy IPK 4 akreditasi univ B prodi B, Apa memang S2 diunmul memang ga layak untuk dapat beasiswa ???�",Negatif
min tadi pas komen tulisannya masih proses trus pas ada yg komen gagal salur tak cek punya ku gagal salur lagi pdahl rekening udh buat baru dan atas nama sendiri .. tolong penjelasannya ini gimna,Negatif
MIN TAHUN LALU TTP DICAIRKAN LOH KALAU ADA YANG SALAH REK KAN BISA KLOTER 2 KAN GA ADA JUGA TUH TAHAP 2,Negatif
"Min tahun sebelumnya seminggu setelah pengumuman sudah cair kenapa ini sebulan dari pengumuman belum ada tanda"" cairr ya??pengumuman lambat 2 Minggu dari jadwal yg d tentukan di tanggal 31 Agustus masa iya pencairan lambat lagi sebenarnya dana ini ada atau engga udah di pangkas 50M masa iya di lambatin lagi",Negatif
"min tolong banget respons, rekening saya aktif tapi nominalnya masih tertahan. gimana ini",Negatif
Min tolong min bantu tanya kapan beasiswa kaltim ini cair @gerindra udah mau akhir tahun nda ada kepastian,Negatif
"min untuk tahun 2025 kapan dibuka min , berharap banget beasiswa ini tetap ada",Negatif
"min, bisa nggak kalau gagal salur menghubungi nomor yang bersangkutan, karena kadang kami selaku orang tua lambat mengetahui informasi kalau gagal salur, sementara batas perbaikan sudah habis, dan harus melalui admin sekolah.",Negatif
"min, sampai sekarang gak ada info mengenai buku rekening nomor rekening. harus nunggu berapa lama lagi ya tolong dong respon",Negatif
"min, stimulan akademik emang boleh turunnya setipis itu",Negatif
"min, stimulan gagal salur aja belum pada cair min.coba kasih kejelasan dulu",Negatif
"min,, tolong dibantu ya lebih aktif kami butuh jawaban yang jelas gagal salur terus ini padahal udah buat rekening baru .. tolong lah ya jangan di persulit hak kami,. sudah ngurusnya susah trus seleksinya lagi . sekarang tinggal pencairan di persulit",Negatif
mindraaa liat nii lama bgt cairnya beasiswa kaltim tuntas kan mau bayar spp,Negatif
Minggu ini cair ?? ,Negatif
"minimal ada info selanjutnya lah min, masalahnya ini gada cair cair",Negatif
MINIMAL DANA YG SDH HOLD DI REKENING DICAIRKAN SIH,Negatif
Minimal dibales lahh min ini ribuan orng yang nunggu beasiswa yang gk tau kapan pastinya cair jangan cuman diam aja,Negatif
"minimal dikasih penjelasan min, kasian banyak yg berharap dan butuh beasiswa iniâ ºï",Negatif
Minimal info lah min jgn d gniin sudh berharap bgt ini??,Negatif
Minimal kasih info lah paling lambat kapan? apa karena pilgub apa gimana? coba ada penjelasan kami ngga bakal nanya2 kapan cair... jangan digantung,Negatif
minimal kasih kabar lah kasih update an terbaruuu kasian yg dapat ni kena prank mulu kapan pencairan nyaað,Negatif
Minnn kapan pengumuman kaltim tuntas lama betul tunggu??,Negatif
"minta tolong pak biar ini bisa du selesai kan untuk pencairan nya,kasian udah banyak yang nungguin",Negatif
miris banget nasib ni,Negatif
"""@almuzakii @xbuzz46 modal ipk pas2an sama akre prodi c mau berharap apa guys""",Negatif
"mohon bantuan nya min buat yang domisili luar jawa gmna ya udah waktu nya bayar bayar ukt juga, nomer yang tertera sangat slowres dan bener bener ga responsif seengga nya kami di beri pemberitahuan lanjutan",Negatif
mohon izin ibu suara kami diaspirasikan ke gubernur,Negatif
mohon maaf permisi bapak ibu ingin bertanya saldo hold di rekening kapan bisa dicairkan sampai saat ini tidak bisa digunakan,Negatif
"Mohon penjelasannya pak PJ Gubernur Kaltim yang terhormat, kenapa dana beasiswa di pangkas ? @piliangkemal ???�",Negatif
mohon sekali batuannya min...stimulan akademik khusunya mahasiswa bagaimana,Negatif
"mungkin krna peminat semakin bnyak, makanya di naikkin jga supaya persaingan makin ketat",Negatif
mungkin ukt nya mahal semua mas jadi yaa skor nya di naik kan,Negatif
"nah betul kasian yg kurang mampu, uangnya berharap buat semester tapi dikasih skoring spek olimpiade",Negatif
nah emang sengaja itu dibuat batas skoring dadakan,Negatif
naikin skoring sesuka hatii duaarr naik selangitð,Negatif
"namany ngerasa ipk tinggi kek rugi ga ambil tuntas, tp ternyta msi ga sampe wkk",Negatif
Nangis banget aku ga lolos verifikasi administrasi grgr ga mencantumkan transkrip nilai. Padahal dokumen yang aku cantumkan udah dari kampus seperti itu dan emang itu transkrip nilai?? ga ngerti lagi sih,Negatif
